index,timestep,plant,availability,availability_da
9901,t0086,Solar 69,0.6879317129990382,0.706477731394595
9902,t0086,Solar 53,0.7221904980286513,0.7218609713292666
9903,t0086,Solar 68,0.8314328451097688,0.806674354052726
9904,t0086,Solar 66,0.7656164639952762,0.7836157065156939
9905,t0086,Solar 64,1.074251565392238,1.1503248573357283
9906,t0086,Solar 63,0.8029341894608617,0.859794103492705
9907,t0086,Solar 62,0.6756089339324894,0.9081290364268918
9908,t0086,Solar 61,0.6826597517507513,0.733327268250071
9909,t0086,Solar 60,0.7219479467158589,0.7452203102806293
9910,t0086,Solar 05,0.6435645415028783,0.761027528427045
9911,t0086,Solar 59,0.6843183532875459,0.6810579838262883
9912,t0086,Solar 58,0.7125271909396068,0.7158276789381448
9913,t0086,Solar 57,0.7125834964680147,0.7158842453145088
9914,t0086,Solar 56,0.7381023968924763,0.769470006815401
9915,t0086,Solar 55,0.7383214486944177,0.7696983685390555
9916,t0086,Solar 67,0.8028670353974,0.8597221943272775
9917,t0086,Solar 26,0.6551520746586945,0.7747298497298277
9918,t0086,Hydro 29,0.0,0.0
9919,t0086,Solar 24,0.6550213346831676,0.7745752317362552
9920,t0086,Wind 11,0.0,0.0002940095526953
9921,t0086,Wind 10,0.0,0.0
9922,t0086,Hydro 43,0.0424430447601179,0.0424430447601179
9923,t0086,Hydro 42,0.0279358819862871,0.0279358819862871
9924,t0086,Hydro 41,0.0279358819862871,0.0279358819862871
9925,t0086,Hydro 40,0.023194573403487,0.023194573403487
9926,t0086,Hydro 35,0.2063,0.2063
9927,t0086,Hydro 34,0.003195084457789,0.003195084457789
9928,t0086,Hydro 33,0.003195084457789,0.003195084457789
9929,t0086,Hydro 32,0.2063,0.2063
9930,t0086,Hydro 31,0.2062999999999999,0.2062999999999999
9931,t0086,Solar 25,0.6564009015331134,0.7762066015252165
9932,t0086,Wind 12,0.247327721902881,0.1376553421594215
9933,t0086,Hydro 28,0.0,0.0
9934,t0086,Hydro 26,0.0280866438595266,0.0280866438595266
9935,t0086,Hydro 25,0.0280866438595266,0.0280866438595266
9936,t0086,Hydro 24,0.0,0.0
9937,t0086,Hydro 23,0.0,0.0
9938,t0086,Hydro 22,0.0,0.0
9939,t0086,Hydro 21,0.0,0.0
9940,t0086,Hydro 20,0.0,0.0
9941,t0086,Hydro 19,0.0004665042255258,0.0004665042255258
9942,t0086,Hydro 18,0.2062999999999999,0.2062999999999999
9943,t0086,Hydro 17,0.2062999999999999,0.2062999999999999
9944,t0086,Hydro 16,0.2062999999999999,0.2062999999999999
9945,t0086,Hydro 27,0.0280866438595266,0.0280866438595266
9946,t0086,Wind 13,0.024579557012218,0.0190007987322877
9947,t0086,Hydro 30,0.2062999999999999,0.2062999999999999
9948,t0086,Wind 15,0.331810865603222,0.244471503795548
9949,t0086,Wind 14,0.0051189398439525,0.001589907258669
9950,t0086,Solar 22,0.659064067368539,0.7652829822864187
9951,t0086,Solar 21,0.656658359653849,0.776511053997052
9952,t0086,Solar 20,0.6597163278564236,0.7192235294990437
9953,t0086,Solar 01,0.6486376940905445,0.6944422537409516
9954,t0086,Solar 19,0.656758060171472,0.7766291186496819
9955,t0086,Solar 18,0.6568211055068607,0.776703501024115
9956,t0086,Solar 17,0.6571070705519801,0.7770416681875582
9957,t0086,Solar 16,0.681943434334385,0.6294243430439015
9958,t0086,Solar 15,0.6569222131333068,0.7768230641610266
9959,t0086,Solar 14,0.6567532912941665,0.776623311844888
9960,t0086,Solar 13,0.6678907695386307,0.7897936453404538
9961,t0086,Solar 12,0.6548107835496169,0.7743262642727986
9962,t0086,Solar 23,0.6651334072510449,0.7865329555725691
9963,t0086,Wind 16,0.0002712245585758,0.0011217366091183
9964,t0086,Wind 17,0.0043950694704519,0.0118406733111618
9965,t0086,Wind 01,0.0,0.0008297139810244
9966,t0086,Wind 02,0.0,0.0008045370308273
9967,t0086,Solar 11,0.6579170236210758,0.7779994415252324
9968,t0086,Wind 04,0.0001789618418903,0.0001198280802036
9969,t0086,Wind 03,0.0,9.608041130344e-05
9970,t0086,Wind 06,0.005381593456644,0.0109907316013626
9971,t0086,Wind 07,0.0,0.0003062877080101
9972,t0086,Wind 08,0.0,0.0
9973,t0086,Wind 09,0.0,2.560071108111445e-05
9974,t0086,Solar 10,0.6596775324265447,0.7191812335050638
9975,t0086,Wind 05,0.0,0.0
9976,t0087,Solar 42,0.6219118012157315,0.6269943604414285
9977,t0087,Solar 43,0.6219118012157315,0.6269943604414285
9978,t0087,Solar 44,0.6219118012157315,0.6269943604414285
9979,t0087,Solar 45,0.6219118012157315,0.6269943604414285
9980,t0087,Solar 46,0.6219118012157315,0.6269943604414285
9981,t0087,Solar 28,0.624021190540604,0.6945305595305853
9982,t0087,Solar 48,0.6219118012157315,0.6269943604414285
9983,t0087,Solar 49,0.6092513084198354,0.6142304082329999
9984,t0087,Solar 04,0.6195792108896598,0.7335047815639423
9985,t0087,Solar 50,0.658524815227437,0.6567112670695863
9986,t0087,Solar 41,0.6693935945607771,0.6675501146086742
9987,t0087,Solar 47,0.6219118012157315,0.6269943604414285
9988,t0087,Solar 40,0.6693935945607771,0.6675501146086742
9989,t0087,Solar 34,0.8139335559324881,0.873851614633168
9990,t0087,Solar 51,0.6603362006935081,0.6760670901333994
9991,t0087,Solar 38,0.892447154242255,0.910657967757615
9992,t0087,Solar 37,0.8033102341765731,0.8098752817077
9993,t0087,Solar 36,0.8218010812385415,0.8137111349635375
9994,t0087,Solar 35,0.8250373917462467,0.8437852474131844
9995,t0087,Solar 33,0.7355580898301136,0.7566838377318265
9996,t0087,Solar 32,0.6843858179929758,0.7517407007941197
9997,t0087,Solar 31,0.6644884364044386,0.7013048538957959
9998,t0087,Solar 30,0.91327881669584,0.9085570954598666
9999,t0087,Solar 02,0.6020517188300709,0.5952270858010615
10000,t0087,Solar 29,0.6238197561042804,0.694306365335395
10001,t0087,Solar 03,0.6084751419410859,0.6084658132853971
10002,t0087,Solar 52,0.6583824429083401,0.65656928528128
10003,t0087,Solar 39,0.6693935945607771,0.6675501146086742
10004,t0087,Solar 54,0.6582412359907175,0.6564284681544957
10005,t0087,Solar 27,0.6465427189287797,0.6432000429146904
10006,t0087,Solar 09,0.6191350146654101,0.7329789054757214
10007,t0087,Solar 08,0.6191905894148129,0.7330447001779045
10008,t0087,Solar 07,0.6278716239890237,0.7433219988527285
10009,t0087,Solar 75,0.7620006595586133,0.1874095217446853
10010,t0087,Solar 74,0.915315422571192,0.951290880209704
10011,t0087,Solar 73,0.8481364042985081,0.947935008022036
10012,t0087,Solar 72,0.6582875939817698,0.6531993330997501
10013,t0087,Solar 71,0.7207633265276561,0.9659856156915992
10014,t0087,Solar 70,0.7853970364541,0.80801622331456
10015,t0087,Solar 06,0.6458850713252954,0.7148905225671928
10016,t0087,Solar 69,0.6422138456093749,0.769862613241644
10017,t0087,Solar 68,0.7303715607254229,0.7361272997622031
10018,t0087,Solar 67,0.74772842247477,0.9183798664927848
10019,t0087,Solar 66,0.7207534286833643,0.811991195331336
10020,t0087,Solar 65,0.6175784255825263,0.7585261890145201
10021,t0087,Solar 64,1.0004750387269334,1.2288099526498382
10022,t0087,Solar 63,0.74779096458912,0.9184566819224432
10023,t0087,Solar 62,0.6997273423512081,0.9715350510804416
10024,t0087,Solar 61,0.6746903921730864,0.7322913540270863
10025,t0087,Solar 60,0.6602817795628508,0.6947880577568093
10026,t0087,Solar 05,0.6066557904817833,0.7182052112861367
10027,t0087,Solar 59,0.6079834832825645,0.6035623825807166
10028,t0087,Solar 58,0.658599552005397,0.6567857974536254
10029,t0087,Solar 57,0.6586515960484269,0.6568376982025117
10030,t0087,Solar 56,0.6796248997833183,0.6934929726680518
10031,t0087,Solar 55,0.6798265968101349,0.6936987860840129
10032,t0087,Solar 53,0.6605036130249037,0.6762384893439465
10033,t0087,Solar 26,0.6175787727672277,0.7311365156066444
10034,t0087,Hydro 29,0.0,0.0
10035,t0087,Solar 24,0.6174555307952324,0.7309905978249656
10036,t0087,Wind 11,0.0,0.0002620855241355
10037,t0087,Wind 10,0.0,0.0
10038,t0087,Hydro 43,0.0443969445188957,0.0443969445188957
10039,t0087,Hydro 42,0.0284738001246623,0.0284738001246623
10040,t0087,Hydro 41,0.0284738001246623,0.0284738001246623
10041,t0087,Hydro 40,0.0242623542762818,0.0242623542762818
10042,t0087,Hydro 35,0.2064,0.2064
10043,t0087,Hydro 34,0.0032036965452763,0.0032036965452763
10044,t0087,Hydro 33,0.0032036965452763,0.0032036965452763
10045,t0087,Hydro 32,0.2064,0.2064
10046,t0087,Hydro 31,0.2063999999999999,0.2063999999999999
10047,t0087,Hydro 30,0.2063999999999999,0.2063999999999999
10048,t0087,Hydro 28,0.0,0.0
10049,t0087,Hydro 27,0.0281002583257697,0.0281002583257697
10050,t0087,Hydro 26,0.0281002583257697,0.0281002583257697
10051,t0087,Hydro 25,0.0281002583257697,0.0281002583257697
10052,t0087,Hydro 24,0.0,0.0
10053,t0087,Hydro 23,0.0,0.0
10054,t0087,Hydro 22,0.0,0.0
10055,t0087,Hydro 21,0.0,0.0
10056,t0087,Hydro 20,0.0,0.0
10057,t0087,Hydro 19,0.0004665042255258,0.0004665042255258
10058,t0087,Hydro 18,0.2063999999999999,0.2063999999999999
10059,t0087,Hydro 17,0.2063999999999999,0.2063999999999999
10060,t0087,Hydro 16,0.2063999999999999,0.2063999999999999
10061,t0087,Wind 12,0.2530243222142123,0.1364018961630441
10062,t0087,Wind 13,0.024913833867617,0.017983354008288
10063,t0087,Wind 15,0.31910025800478,0.261594551628956
10064,t0087,Wind 14,0.004803972479854,0.001538928694866
10065,t0087,Solar 23,0.6269876709015656,0.7422754715694345
10066,t0087,Solar 22,0.6235510599912037,0.6940073065624743
10067,t0087,Solar 21,0.6189986715582518,0.7328174931525298
10068,t0087,Solar 20,0.6241681740757787,0.537579628902985
10069,t0087,Solar 01,0.6160750298439566,0.6572753610525336
10070,t0087,Solar 19,0.619092654200908,0.732928914416045
10071,t0087,Solar 18,0.6191520838545166,0.7329991113628704
10072,t0087,Solar 17,0.6194216486600798,0.7333182501719138
10073,t0087,Solar 16,0.6457354394143636,0.6423969360179091
10074,t0087,Solar 15,0.6192473929075956,0.73311194679234
10075,t0087,Solar 14,0.6190881588211212,0.7329234343548028
10076,t0087,Solar 13,0.62958689707135,0.7453526853313653
10077,t0087,Solar 12,0.6172570548753772,0.730755639531065
10078,t0087,Solar 25,0.6187559787905824,0.7325301719404896
10079,t0087,Solar 11,0.6201851505121818,0.7342221304872172
10080,t0087,Wind 16,0.0001512005038567,0.0018558083068615
10081,t0087,Wind 17,0.0058542172569781,0.0119064875758607
10082,t0087,Wind 01,0.0,0.0010159569865258
10083,t0087,Wind 02,0.0,0.000669834239586
10084,t0087,Wind 04,0.0,0.000158721350988
10085,t0087,Wind 03,0.0,0.0001347128662515
10086,t0087,Wind 06,0.0038378015558697,0.0104150193362963
10087,t0087,Wind 07,0.0,0.000350708145965
10088,t0087,Wind 08,0.0,0.0
10089,t0087,Wind 09,0.0,1.752535150183735e-05
10090,t0087,Solar 10,0.624131469098795,0.5375480149974119
10091,t0087,Wind 05,0.0,0.0
10092,t0088,Solar 43,0.4366811207701537,0.46319090428
10093,t0088,Solar 40,0.4963702029692634,0.519732154441044
10094,t0088,Solar 41,0.4963702029692634,0.519732154441044
10095,t0088,Solar 42,0.4366811207701537,0.46319090428
10096,t0088,Solar 44,0.4366811207701537,0.46319090428
10097,t0088,Solar 04,0.5205066885561135,0.5210526689816206
10098,t0088,Solar 46,0.4366811207701537,0.46319090428
10099,t0088,Solar 47,0.4366811207701537,0.46319090428
10100,t0088,Solar 48,0.4366811207701537,0.46319090428
10101,t0088,Solar 49,0.42779143870783,0.4537615585974545
10102,t0088,Solar 45,0.4366811207701537,0.46319090428
10103,t0088,Solar 03,0.5037487144082882,0.5089883222917797
10104,t0088,Solar 34,0.657480556494572,0.7106720804159649
10105,t0088,Solar 38,0.6984988150711751,0.640347842743225
10106,t0088,Solar 37,0.5640517074939309,0.5982938408315269
10107,t0088,Solar 36,0.6648473760611334,0.7061721213651606
10108,t0088,Solar 35,0.6656362800199311,0.7303955766201666
10109,t0088,Solar 50,0.4883107619355329,0.5112933908787739
10110,t0088,Solar 33,0.5623481461810508,0.6312876073475159
10111,t0088,Solar 32,0.532361692116769,0.6098306657853135
10112,t0088,Solar 31,0.5181494373411902,0.5472350402058425
10113,t0088,Solar 30,0.7730083149698378,0.76084980231654
10114,t0088,Solar 02,0.5066212364844717,0.5037342441264285
10115,t0088,Solar 29,0.5246511952142768,0.5741323554859247
10116,t0088,Solar 28,0.5248206076394845,0.574317745031228
10117,t0088,Solar 27,0.5472402168741008,0.5386327705183266
10118,t0088,Solar 39,0.4963702029692634,0.519732154441044
10119,t0088,Solar 51,0.5409586284858268,0.5597812107426077
10120,t0088,Solar 57,0.4884047727273289,0.5113918259230745
10121,t0088,Solar 53,0.5410957755104636,0.5599231286957252
10122,t0088,Solar 26,0.5188261263221516,0.5193703468905806
10123,t0088,Solar 08,0.5201802087882033,0.5207258454350399
10124,t0088,Solar 07,0.5274731206226285,0.5280264302969715
10125,t0088,Solar 75,0.6414948445172066,0.0
10126,t0088,Solar 74,0.770563801121412,0.7837202603218
10127,t0088,Solar 73,0.70353940123784,0.90820924889866
10128,t0088,Solar 72,0.5702125797576706,0.6599573376288175
10129,t0088,Solar 71,0.5314936115203038,0.8669584862433423
10130,t0088,Solar 70,0.523986096137302,0.5577418576811353
10131,t0088,Solar 06,0.5466835773719906,0.6079770369072528
10132,t0088,Solar 69,0.4767248411423837,0.7549199477157919
10133,t0088,Solar 68,0.5808849678616635,0.5866140982096708
10134,t0088,Solar 52,0.4882051897019455,0.5111828486151851
10135,t0088,Solar 67,0.6176464591466224,0.8366110313745001
10136,t0088,Solar 65,0.5101385962351359,0.6909900798886837
10137,t0088,Solar 63,0.61769812083864,0.8366810074684651
10138,t0088,Solar 62,0.6911528844747468,0.8395918222918569
10139,t0088,Solar 61,0.4513711416474041,0.576212158082939
10140,t0088,Solar 60,0.5409140457714896,0.5737436832939553
10141,t0088,Solar 05,0.5096497607523833,0.5101844618098483
10142,t0088,Solar 59,0.5154143629282769,0.5134808394925926
10143,t0088,Solar 58,0.4883661809146616,0.5113514177388114
10144,t0088,Solar 09,0.5201335206032693,0.520679107491351
10145,t0088,Solar 56,0.5319275039815445,0.4876438187863896
10146,t0088,Solar 55,0.5320853678209495,0.4877885407144717
10147,t0088,Solar 54,0.4881004816394076,0.5110732131180381
10148,t0088,Solar 66,0.6168541550678495,0.588035990787349
10149,t0088,Solar 64,0.8264228649876143,1.1194016761012142
10150,t0088,Solar 25,0.5198150936699846,0.5203603450073557
10151,t0088,Solar 23,0.5267305142112104,0.5272830188730414
10152,t0088,Wind 10,0.0,0.0
10153,t0088,Hydro 43,0.0343669257571696,0.0343669257571696
10154,t0088,Hydro 42,0.0289668917515063,0.0289668917515063
10155,t0088,Hydro 41,0.0289668917515063,0.0289668917515063
10156,t0088,Hydro 40,0.0187810791292685,0.0187810791292685
10157,t0088,Hydro 35,0.2057,0.2057
10158,t0088,Hydro 34,0.003393162469997,0.003393162469997
10159,t0088,Hydro 33,0.003393162469997,0.003393162469997
10160,t0088,Hydro 32,0.2057,0.2057
10161,t0088,Hydro 31,0.2057,0.2057
10162,t0088,Hydro 30,0.2057,0.2057
10163,t0088,Hydro 28,0.0,0.0
10164,t0088,Wind 11,0.0,0.0002193561759611
10165,t0088,Hydro 27,0.028004957062068,0.028004957062068
10166,t0088,Hydro 25,0.028004957062068,0.028004957062068
10167,t0088,Hydro 24,0.0,0.0
10168,t0088,Hydro 23,0.0,0.0
10169,t0088,Hydro 22,0.0,0.0
10170,t0088,Hydro 21,0.0,0.0
10171,t0088,Hydro 20,0.0,0.0
10172,t0088,Hydro 19,0.0004665042255258,0.0004665042255258
10173,t0088,Hydro 18,0.2057,0.2057
10174,t0088,Hydro 17,0.2057,0.2057
10175,t0088,Hydro 16,0.2057,0.2057
10176,t0088,Solar 24,0.518722591100818,0.5192666926929469
10177,t0088,Hydro 26,0.028004957062068,0.028004957062068
10178,t0088,Wind 12,0.2741257973919333,0.1356606394239856
10179,t0088,Hydro 29,0.0,0.0
10180,t0088,Wind 14,0.0034590618483607,0.001440410590533
10181,t0088,Wind 13,0.0280358763214504,0.0168153050582395
10182,t0088,Solar 21,0.5200189791564842,0.5205644465867165
10183,t0088,Solar 20,0.5249442252175615,0.51092655000763
10184,t0088,Solar 01,0.5220646269850046,0.550280743066842
10185,t0088,Solar 19,0.520097933700552,0.520643595827727
10186,t0088,Solar 18,0.5201478603792689,0.520693460951196
10187,t0088,Solar 17,0.5203743209864485,0.5209201644879801
10188,t0088,Solar 16,0.5465569274276136,0.5379602275084167
10189,t0088,Solar 15,0.520227929236867,0.5207736147595394
10190,t0088,Solar 14,0.5200941571450999,0.5206397030098361
10191,t0088,Solar 13,0.5289141165378615,0.5294689493318192
10192,t0088,Solar 12,0.5185558520592454,0.5190997876512687
10193,t0088,Solar 11,0.5210157366662526,0.5215622451704293
10194,t0088,Solar 22,0.5244252136939799,0.57388505929753
10195,t0088,Wind 09,0.0,1.0996180131385542e-05
10196,t0088,Solar 10,0.5249133552269011,0.5108965035124902
10197,t0088,Wind 16,0.0,0.0027144358347751
10198,t0088,Wind 17,0.0100178441218258,0.0119210910573604
10199,t0088,Wind 01,0.0,0.0012401252592763
10200,t0088,Wind 02,0.0,0.0004942116993301
10201,t0088,Wind 03,0.0,0.0001647599077473
10202,t0088,Wind 15,0.338375594000998,0.279593507349356
10203,t0088,Wind 05,0.0,0.0
10204,t0088,Wind 06,0.0059552963830161,0.0097848883809068
10205,t0088,Wind 07,0.0,0.0004022582979547
10206,t0088,Wind 08,0.0,0.0
10207,t0088,Wind 04,0.0,0.0002103117661632
10208,t0089,Solar 41,0.3031974091865885,0.3252242317918486
10209,t0089,Solar 42,0.2798461534121823,0.3768527437814286
10210,t0089,Solar 43,0.2798461534121823,0.3768527437814286
10211,t0089,Solar 50,0.2982744673453944,0.3199436456796353
10212,t0089,Solar 44,0.2798461534121823,0.3768527437814286
10213,t0089,Solar 47,0.2798461534121823,0.3768527437814286
10214,t0089,Solar 46,0.2798461534121823,0.3768527437814286
10215,t0089,Solar 48,0.2798461534121823,0.3768527437814286
10216,t0089,Solar 49,0.2741492198561563,0.369181015429909
10217,t0089,Solar 04,0.3621702064663051,0.3706431888026062
10218,t0089,Solar 40,0.3031974091865885,0.3252242317918486
10219,t0089,Solar 45,0.2798461534121823,0.3768527437814286
10220,t0089,Solar 03,0.333944624741219,0.3641162038167232
10221,t0089,Solar 33,0.3208184404420219,0.4121557762250417
10222,t0089,Solar 37,0.3614713189096927,0.4867726749845538
10223,t0089,Solar 36,0.4261403010465096,0.4661523591034127
10224,t0089,Solar 35,0.4256413347342822,0.5024421268421956
10225,t0089,Solar 34,0.41984248674282,0.4875699466505632
10226,t0089,Solar 32,0.3141547308168678,0.4365644870771707
10227,t0089,Solar 31,0.2896617969075782,0.3336710592414746
10228,t0089,Solar 30,0.5423210792420444,0.5691427316549778
10229,t0089,Solar 02,0.3582771146879001,0.3951203909248361
10230,t0089,Solar 29,0.3636384388328354,0.4489204786891181
10231,t0089,Solar 28,0.3637558594551145,0.4490654368379253
10232,t0089,Solar 27,0.3839284769289867,0.4029164829093965
10233,t0089,Solar 51,0.359146386447283,0.3989223684925917
10234,t0089,Solar 38,0.4843679049376255,0.4858084329250455
10235,t0089,Solar 52,0.2982099807434304,0.3198744734676616
10236,t0089,Solar 26,0.3610008659282566,0.3694464936093256
10237,t0089,Solar 54,0.2981460220023685,0.3198058686679935
10238,t0089,Solar 09,0.3619105550199354,0.3703774613047735
10239,t0089,Solar 08,0.3619430408072431,0.3704107076568582
10240,t0089,Solar 07,0.3670174720160762,0.3756038718309091
10241,t0089,Solar 75,0.4445487356840666,0.43350690735532
10242,t0089,Solar 74,0.533992075665456,0.6652968417064039
10243,t0089,Solar 73,0.470351203252376,0.783076008436276
10244,t0089,Solar 72,0.3495086302719,0.648666213533742
10245,t0089,Solar 71,0.3580317813144576,0.5886337049391447
10246,t0089,Solar 70,0.3795086276942913,0.4569043918436093
10247,t0089,Solar 06,0.3835379541756256,0.404074617042327
10248,t0089,Solar 69,0.415794650404887,0.546787979982083
10249,t0089,Solar 68,0.3946915548593313,0.6002125337935208
10250,t0089,Solar 53,0.3592374393591261,0.3990235048739179
10251,t0089,Solar 67,0.4163551307899175,0.6112410849749226
10252,t0089,Solar 65,0.3438841408561281,0.5048481436398858
10253,t0089,Solar 64,0.5570911885662,0.8178523463869619
10254,t0089,Solar 63,0.4163899559074567,0.6112922106019967
10255,t0089,Solar 62,0.4771835222771311,0.6762370343043212
10256,t0089,Solar 61,0.3717037001396061,0.3688016174891969
10257,t0089,Solar 60,0.3591167876574512,0.3862851234166708
10258,t0089,Solar 05,0.3546159216305525,0.362912248722045
10259,t0089,Solar 59,0.3121669033968333,0.3558883084880636
10260,t0089,Solar 58,0.2983083188755443,0.3199799561923059
10261,t0089,Solar 57,0.2983318918812295,0.3200052417563655
10262,t0089,Solar 56,0.3688604835442531,0.3699574881291445
10263,t0089,Solar 55,0.3689699528454297,0.3700672833504262
10264,t0089,Solar 66,0.4269991386012469,0.5302758835377223
10265,t0089,Solar 25,0.3616889925487742,0.3701507142778959
10266,t0089,Solar 39,0.3031974091865885,0.3252242317918486
10267,t0089,Solar 23,0.3665007641172897,0.3750750569967069
10268,t0089,Wind 10,0.0,0.0
10269,t0089,Hydro 43,0.0525816135084427,0.0525816135084427
10270,t0089,Hydro 42,0.0285455225431124,0.0285455225431124
10271,t0089,Hydro 41,0.0285455225431124,0.0285455225431124
10272,t0089,Hydro 40,0.0287351697101,0.0287351697101
10273,t0089,Hydro 35,0.2053,0.2053
10274,t0089,Hydro 34,0.0033328778575859,0.0033328778575859
10275,t0089,Hydro 33,0.0033328778575859,0.0033328778575859
10276,t0089,Hydro 32,0.2053,0.2053
10277,t0089,Hydro 31,0.2052999999999999,0.2052999999999999
10278,t0089,Hydro 30,0.2052999999999999,0.2052999999999999
10279,t0089,Hydro 29,0.0,0.0
10280,t0089,Wind 11,0.0,0.0001730087370578
10281,t0089,Hydro 28,0.0,0.0
10282,t0089,Hydro 26,0.0279504991970955,0.0279504991970955
10283,t0089,Hydro 25,0.0279504991970955,0.0279504991970955
10284,t0089,Hydro 24,0.0,0.0
10285,t0089,Hydro 23,0.0,0.0
10286,t0089,Hydro 22,0.0,0.0
10287,t0089,Hydro 21,0.0,0.0
10288,t0089,Hydro 20,0.0,0.0
10289,t0089,Hydro 19,0.0004580223305163,0.0004580223305163
10290,t0089,Hydro 18,0.2052999999999999,0.2052999999999999
10291,t0089,Hydro 17,0.2052999999999999,0.2052999999999999
10292,t0089,Hydro 16,0.2052999999999999,0.2052999999999999
10293,t0089,Solar 24,0.3609288257925365,0.3693727607131503
10294,t0089,Hydro 27,0.0279504991970955,0.0279504991970955
10295,t0089,Wind 12,0.2829929588227569,0.1354889609594441
10296,t0089,Wind 14,0.0016108124029558,0.0013155077978783
10297,t0089,Wind 13,0.0299351920445582,0.0157952904720961
10298,t0089,Solar 21,0.361830856717602,0.3702958989486916
10299,t0089,Solar 20,0.3638415394335724,0.0563032144990315
10300,t0089,Solar 01,0.3667885607189244,0.3990700355000897
10301,t0089,Solar 19,0.3618857935400389,0.370352200602682
10302,t0089,Solar 18,0.361920532681604,0.3703876714283255
10303,t0089,Solar 17,0.3620781046910764,0.3705489336706811
10304,t0089,Solar 16,0.3834491001061546,0.402413396801403
10305,t0089,Solar 15,0.3619762448469326,0.3704446876665822
10306,t0089,Solar 14,0.3618831658007652,0.3703494315036584
10307,t0089,Solar 13,0.3680201215489446,0.3766299866304546
10308,t0089,Solar 12,0.3608128082380266,0.3692540352549441
10309,t0089,Solar 11,0.3625244037575267,0.3710056683652343
10310,t0089,Solar 22,0.3634818098801224,0.4487271150470746
10311,t0089,Solar 10,0.363820143284449,0.0562999034276834
10312,t0089,Wind 15,0.4618657803344559,0.295957037327996
10313,t0089,Wind 16,0.0,0.0035738953193292
10314,t0089,Wind 17,0.0148258546078541,0.0120029002910456
10315,t0089,Wind 01,0.0,0.0014548837162066
10316,t0089,Wind 03,0.0,0.0001867092802948
10317,t0089,Wind 02,0.0,0.0003092078061987
10318,t0089,Wind 05,0.0,0.0
10319,t0089,Wind 06,0.0059037653026832,0.0092188060975823
10320,t0089,Wind 07,0.0,0.0004491136956253
10321,t0089,Wind 08,0.0,0.0
10322,t0089,Wind 09,0.0,6.004041009170223e-06
10323,t0089,Wind 04,0.0,0.0002730215669999
10324,t0090,Solar 44,0.0822521902227788,0.0822521887441428
10325,t0090,Solar 41,0.1053358855317657,0.1257249073752234
10326,t0090,Solar 42,0.0822521902227788,0.0822521887441428
10327,t0090,Solar 43,0.0822521902227788,0.0822521887441428
10328,t0090,Solar 45,0.0822521902227788,0.0822521887441428
10329,t0090,Solar 50,0.1036255726380812,0.1236835428797573
10330,t0090,Solar 47,0.0822521902227788,0.0822521887441428
10331,t0090,Solar 48,0.0822521902227788,0.0822521887441428
10332,t0090,Solar 49,0.0805777514040801,0.0805777510260272
10333,t0090,Solar 04,0.1454710976454278,0.1696872000114055
10334,t0090,Solar 46,0.0822521902227788,0.0822521887441428
10335,t0090,Solar 40,0.1053358855317657,0.1257249073752234
10336,t0090,Solar 35,0.1118752521181888,0.1967105943393033
10337,t0090,Solar 39,0.1053358855317657,0.1257249073752234
10338,t0090,Solar 38,0.166123932373415,0.2784260656805429
10339,t0090,Solar 37,0.1062434031002992,0.1062434030241334
10340,t0090,Solar 36,0.1151600999710232,0.154600798975543
10341,t0090,Solar 28,0.1468511159073536,0.1586261763473312
10342,t0090,Solar 34,0.1126049633752768,0.112785354054176
10343,t0090,Solar 33,0.0668998177975396,0.1716574466969507
10344,t0090,Solar 32,0.0658383558139265,0.1968287917489504
10345,t0090,Solar 31,0.0580400211839392,0.1761481159656287
10346,t0090,Solar 30,0.2371573030233022,0.2338915183444311
10347,t0090,Solar 02,0.1208145539243013,0.1901727801459543
10348,t0090,Solar 29,0.1468037122739443,0.1585749718791413
10349,t0090,Solar 51,0.122704521043329,0.222410331206223
10350,t0090,Solar 03,0.0950958920700661,0.1133204111140726
10351,t0090,Solar 52,0.1036031689066607,0.1236568023447876
10352,t0090,Solar 27,0.1678921318521814,0.1655801659447451
10353,t0090,Solar 54,0.1035809485630064,0.1236302811595847
10354,t0090,Solar 09,0.145366804746028,0.1695655451248856
10355,t0090,Solar 08,0.1453798531499362,0.1695807659101749
10356,t0090,Solar 07,0.1474180745847628,0.1719582910192728
10357,t0090,Solar 75,0.1816477436898856,0.0104660702503982
10358,t0090,Solar 74,0.2181953246220548,0.2181953245647624
10359,t0090,Solar 73,0.1620845187636848,0.1620845186518152
10360,t0090,Solar 72,0.0923091366230289,0.3060423821346393
10361,t0090,Solar 71,0.1071697818770702,0.2149462436624126
10362,t0090,Solar 70,0.1373907026313606,0.2031755086876746
10363,t0090,Solar 06,0.1677213560396571,0.1655404375416714
10364,t0090,Solar 69,0.1172979723885934,0.2295400216096528
10365,t0090,Solar 68,0.1224922793871562,0.3120008160787719
10366,t0090,Solar 53,0.122735629817798,0.2224667175556594
10367,t0090,Solar 67,0.1578888349373917,0.4129806175431775
10368,t0090,Solar 65,0.1304066224672418,0.3410969963422531
10369,t0090,Solar 64,0.2112583038180114,0.5525760217572429
10370,t0090,Solar 63,0.1579020412048978,0.4130151602032833
10371,t0090,Solar 62,0.1700522669255846,0.3415002622293183
10372,t0090,Solar 61,0.1312095566322076,0.1707609723252005
10373,t0090,Solar 60,0.1226944084389238,0.1348468856799012
